

126	PTL	44.1	44.8	43.4	44.1	44	0.1	102	5.8990	134,138	
127	PIONEERINS	38.6	40.3	38.1	38.6	39.9	-1.3	306	5.8190	148,084	
128	GLDNJMF	7.8	8	7.7	7.8	7.7	0.1	236	5.8110	742,050	
129	ORIONPHARM	29.4	29.9	29.2	29.4	29.8	-0.4	313	5.6970	193,231	
130	PHARMAID	537	546	536	537	541	-4	409	5.6490	10,470	
131	MONNOCERA	83.2	84.2	82.7	83.2	84.1	-0.9	313	5.6090	67,028	
132	UNITEDINS	37.5	39.6	37.4	37.7	37.3	0.2	311	5.5940	147,514	
133	ECABLES	118.3	125	117.3	118.3	122.4	-4.1	495	5.4990	45,352	
134	RENATA	496.9	497.9	495	496.9	497	-0.1	241	5.4750	11,029	
135	KOHINOOR	502.6	512	500	502.6	502.6	0	407	5.4570	10,846	
136	1JANATAMF	3.6	3.6	3.3	3.6	3.3	0.3	189	5.4280	1,573,172	
137	DESCO	26.7	27.3	26.3	26.7	26.7	0	311	5.3540	198,785	
138	SALVOCHEM	21.6	22.3	21.4	21.6	21.8	-0.2	259	5.3260	245,668	
139	CAPMBDBLMF	9.1	9.1	8.8	9	8.9	0.2	175	5.3130	591,093	
140	BDCOM	24.3	24.8	24.2	24.3	24.5	-0.2	229	5.2770	216,573	
141	SANDHANINS	19.4	19.7	19.2	19.4	19.4	0	253	5.2680	271,754	
142	PREMIERBAN	8.9	9	8.8	8.9	8.9	0	77	5.1510	578,726	
143	MONOSPOOL	87.4	89.3	84.8	87.4	88.5	-1.1	471	4.8610	56,050	
144	HAMI	133	137	132.5	133	132.3	0.7	473	4.7950	35,732	
145	MEGHNAINS	24.9	25.7	24.5	24.9	25.1	-0.2	375	4.7610	191,204	
146	JHRML	48.9	49.4	48.6	48.9	49.2	-0.3	373	4.7510	97,144	
147	WMSHIPYARD	8.8	9	8.4	8.8	8.2	0.6	386	4.7430	545,361	
148	DHAKABANK	10.2	10.4	10.1	10.2	10.3	-0.1	129	4.7110	460,683	
149	SHEPHERD	15.6	16	15.1	15.6	15.2	0.4	155	4.6980	301,853	
150	AAMRANET	19.4	19.7	18.7	19.3	19.5	-0.1	313	4.6710	244,610	
151	SAMORITA	59.7	60.5	59	59.6	60.7	-1	404	4.5640	76,674	
152	ABBANK	6.8	6.8	6.7	6.8	6.8	0	165	4.4630	658,918	
153	ETL	8.8	9	8.7	8.8	8.8	0	239	4.3050	487,684	
154	DOMINAGE	10.1	10.3	10	10.1	10.2	-0.1	220	4.2490	419,972	
155	RUPALIBANK	19.5	20.5	19.3	19.5	20.2	-0.7	309	4.1220	208,902	
156	BDFINANCE	8	8.2	7.9	8	8.4	-0.4	291	4.0820	509,983	
157	ARGONDENIM	16.2	16.2	15.8	16.1	15.8	0.4	189	4.0100	250,146	
158	NAHEEACP	19.6	20.1	19.4	19.6	19.8	-0.2	241	4.0010	204,334	
159	BDLAMPS	129.2	129.7	127	129.2	127.7	1.5	346	3.9770	30,868	
160	WATACHEM	114.2	118.2	113.5	114.2	116.9	-2.7	276	3.9610	34,692	
161	SBACBANK	7.6	7.9	7.5	7.6	7.8	-0.2	258	3.9470	516,984	
162	POPULAR1MF	3.6	3.6	3.3	3.6	3.3	0.3	115	3.9330	1,118,095	
163	DESHBANDHU	18.2	18.3	17.9	18.2	18.1	0.1	352	3.8960	215,190	
164	PRAGATILIF	102.1	105	101.6	102.1	105.4	-3.3	261	3.8630	37,539	
165	RUPALILIFE	82.9	83.6	82.2	82.9	82.6	0.3	271	3.8540	46,548	
166	SONALILIFE	48	48	46.9	47.2	47.9	0.1	144	3.6680	77,576	
167	BBSCABLES	15.9	16.5	15.7	15.8	16	-0.1	222	3.6500	229,757	
168	JAMUNAOIL	173.5	174	173.5	173.6	173.9	-0.4	209	3.5400	20,390	
169	MERCANBANK	9.7	9.9	9.7	9.7	9.8	-0.1	127	3.5350	361,606	
170	MARICO	2	2,484	2,425	2,450.5	2	-6.4	164	3.4730	1,413	
171	SOUTHEASTB	8.8	8.9	8.7	8.8	8.8	0	47	3.4490	392,041	
172	MONNOAGML	317.8	320.2	315.4	317.8	318.7	-0.9	371	3.4290	10,808	
173	WALTONHIL	454.5	457	454	454.5	455.1	-0.6	272	3.4150	7,506	
174	IDLC	30.7	31	30.5	30.7	30.9	-0.2	219	3.3560	109,369	
175	NEWLINE	7	7.2	6.9	7	7	0	227	3.3340	474,841	
176	MBL1STMF	4.5	4.5	4.1	4.5	4.1	0.4	120	3.3320	745,266	
177	TRUSTB1MF	3.6	3.7	3.4	3.6	3.4	0.2	124	3.2850	913,830	
178	AMANFEED	24.3	24.6	24.1	24.3	24.4	-0.1	187	3.1790	130,595	
179	AFTABAUTO	29.4	30.1	29.3	29.4	29.7	-0.3	180	3.1670	106,784	
180	FORTUNE	15.5	16	15.2	15.5	15.7	-0.2	217	3.1510	203,158	
181	ACIFORMULA	134.2	135	132.8	134.2	134.1	0.1	124	3.1450	23,564	
182	AMBEEPHA	773.2	800.1	766.2	773.2	799.5	-26.3	294	3.0960	3,986	
183	APEXFOODS	199.7	212.9	199.1	199.7	200.5	-0.8	184	3.0940	15,432	
184	RAHIMAFOOD	76	77.6	75.6	76	77.3	-1.3	191	3.0440	39,885	
185	BNICL	40.5	41	40.2	40.5	41	-0.5	132	2.8900	71,425	
186	ENVOYTEX	44.3	44.4	43.3	44.3	43.7	0.6	156	2.8880	65,521	
187	EMERALDOIL	19.9	21.1	19.7	19.9	20.8	-0.9	317	2.8870	144,590	
188	JANATAINS	25.1	26	24.7	25.1	26	-0.9	205	2.8440	111,855	
189	NCCBANK	10.4	10.4	10.2	10.3	10.4	0	87	2.8430	276,035	
190	LEGACYFOOT	53.6	53.7	52.5	53.6	52.7	0.9	228	2.8250	53,196	
191	ALARABANK	22.2	23	21.5	22	22.2	0	65	2.7930	124,476	
192	MATINSPINN	44.8	45.8	44.8	44.8	45	-0.2	190	2.7880	62,005	
193	BANGAS	93.7	94.7	93.5	93.7	94.5	-0.8	207	2.7720	29,456	
194	FEDERALINS	18	18.1	18	18	18	0	187	2.7520	152,783	
195	CAPITECGBF	7.1	7.2	7	7.1	7	0.1	136	2.7250	383,714	
196	SHASHADNIM	17.5	17.8	17.4	17.5	17.7	-0.2	176	2.7130	154,851	
197	LRGLOBMF1	3.7	3.9	3.6	3.7	3.7	0	94	2.7100	725,348	
198	ICB	48.8	49.7	48.7	48.8	48.8	0	178	2.6830	54,787	
199	EASTLAND	18.9	19.2	18.8	18.9	19.2	-0.3	143	2.6800	140,985	
200	KPCL	13.2	13.4	13	13.1	13.5	-0.3	202	2.6510	200,839	
201	GREENDELT	42.4	43.8	42.4	42.7	43.1	-0.7	151	2.6440	61,324	
202	SAIFPOWER	9.7	10.1	9.6	9.7	9.9	-0.2	216	2.6050	266,416	
203	CNATEX	3.3	3.6	3.3	3.3	3.5	-0.2	208	2.6040	775,187	
204	POWERGRID	34.9	35.1	34.5	34.9	34.8	0.1	120	2.5850	74,530	
205	DELTASPINN	5.8	6.1	5.7	5.8	5.9	-0.1	148	2.5800	439,652	
206	TOSRIFA	19	19.9	18.7	19	19.5	-0.5	140	2.5350	133,220	
207	BBS	10.3	10.4	10.1	10.3	10.3	0	161	2.5340	248,033	
208	ACMELAB	72.8	73.8	72.6	72.8	73	-0.2	205	2.5240	34,647	
209	MIRACLEIND	26.9	28.1	26.3	26.9	27.7	-0.8	217	2.5140	91,891	
210	GREENDELMF	4	4.1	3.9	4	3.8	0.2	64	2.4190	614,585	
211	EXIM1STMF	3.6	3.7	3.5	3.6	3.4	0.2	129	2.3920	670,290	
212	TITASGAS	20.3	20.9	20.1	20.5	20.7	-0.4	106	2.3730	115,965	
213	PRIMEBANK	22	22.4	21.6	22	21.5	0.5	135	2.3720	108,179	
214	SIBL	9.7	9.8	9.4	9.6	9.8	-0.1	101	2.3510	242,789	
215	PHPMF1	3.4	3.4	3.2	3.4	3.2	0.2	100	2.3370	698,198	
216	UNITEDFIN	12	12.2	11.9	12	12	0	173	2.3330	193,445	
217	SAIHAMTEX	13.6	14	13.5	13.6	13.7	-0.1	104	2.3130	170,453	
218	FIRSTSBANK	4.2	4.4	4.2	4.2	4.3	-0.1	134	2.2690	533,169	
219	EBL1STMF	5.5	5.7	5.4	5.5	5.2	0.3	219	2.2420	403,335	
220	LIBRAINFU	786.9	794	775	786.9	779.8	7.1	172	2.1660	2,771	
221	PADMAOIL	181.1	181.4	180.8	181.1	181.1	0	125	2.1600	11,931	
222	LRBDL	13.9	14	13.8	13.8	13.8	0.1	244	2.1300	153,675	
223	AOL	13.2	13.4	12.5	13.2	12.7	0.5	182	2.1270	164,719	
224	RAKCERAMIC	21.2	21.6	21	21.2	21.1	0.1	140	2.1230	100,242	
225	BPPL	10.5	10.6	10.2	10.5	10.4	0.1	151	2.0890	201,746	
226	NRBCBANK	7.1	7.2	7	7.1	7	0.1	79	2.0100	284,302	
227	JMISMDL	141.7	144.5	141.5	142.4	142.9	-1.2	170	2.0080	14,108	
228	ALIF	6.7	6.9	6.5	6.6	6.6	0.1	108	1.9830	300,892	
229	MHSML	13.3	13.7	13.2	13.3	13.3	0	408	1.9540	145,989	
230	BDTHAIFOOD	14.1	14.3	14	14.1	14.1	0	283	1.9290	137,167	
231	IBNSINA	296.7	303	291.2	296.7	291.8	4.9	139	1.9240	6,534	
232	TILIL	40.7	40.8	40	40.3	40.3	0.4	120	1.9150	47,597	
233	AGRANINS	24.7	25.5	24.4	24.7	25	-0.3	118	1.8820	76,028	
234	ISLAMICFIN	9.9	10	9.6	9.9	9.8	0.1	139	1.8630	189,033	
235	UPGDCL	116.7	117	116.2	116.7	116.7	0	121	1.8550	15,899	
236	SSSTEEL	6.5	6.6	6.4	6.5	6.6	-0.1	184	1.8250	282,757	
237	RUPALIINS	21.4	21.8	21.3	21.4	21.6	-0.2	106	1.8110	84,335	
238	MLDYEING	8.9	9.1	8.9	9	9	-0.1	51	1.8010	201,000	
239	GIB	3.4	3.6	3.4	3.4	3.5	-0.1	153	1.7890	522,873	
240	ANLIMAYARN	23.6	24.8	23	23.7	23.4	0.2	85	1.7640	73,153	
241	AIBL1STIMF	6.5	7	6.5	6.7	6.8	-0.3	97	1.7510	259,147	
242	SEMLFBSLGF	5.1	5.2	4.8	5.1	4.8	0.3	85	1.7510	350,207	
243	CENTRALINS	32.5	33.8	32.5	32.5	32.9	-0.4	120	1.7500	53,487	
244	SINGERBD	110.5	111.9	110.1	110.5	111.9	-1.4	170	1.7430	15,771	
245	PEOPLESINS	28.8	28.9	28.1	28.8	28.7	0.1	121	1.7420	60,894	
246	STYLECRAFT	53.9	54.2	52.5	53.9	52.9	1	186	1.7230	32,461	
247	PRIMELIFE	35.3	36.1	35	35.3	36.2	-0.9	104	1.7090	47,988	
248	TRUSTBANK	21.6	21.8	21.6	21.6	21.7	-0.1	60	1.7070	78,869	
249	QUEENSOUTH	11.8	11.9	11.7	11.8	11.8	0	110	1.6940	143,696	
250	BARKAPOWER	9.8	9.9	9.7	9.8	9.8	0	81	1.6900	172,329	
251	ESQUIRENIT	22	22.5	21.9	22	21.8	0.2	134	1.6560	74,700	
252	ISNLTD	35	36.5	34.8	35	35.8	-0.8	173	1.6330	46,570	
253	DUTCHBANGL	48.3	48.4	47.9	48.3	48.4	-0.1	99	1.6200	33,634	
254	NHFIL	24.4	24.7	24	24.2	24.2	0.2	90	1.6090	66,396	
255	ASIAINS	26.3	27.1	26.2	26.6	26.6	-0.3	124	1.6010	59,942	
256	UCB	10.4	10.7	10.3	10.4	10.7	-0.3	161	1.5950	152,832	
257	DAFODILCOM	60.8	61.1	59.1	60.2	61.3	-0.5	93	1.5750	26,111	
258	SILCOPHL	14.6	15.1	14.5	14.6	15	-0.4	190	1.5680	106,213	
259	NPOLYMER	29.2	30.2	29.1	29.2	29.3	-0.1	144	1.5610	53,293	
260	STANDBANKL	5.3	5.4	5.2	5.2	5.4	-0.1	105	1.5600	296,936	
261	COPPERTECH	18.1	18.5	18.1	18.1	18.4	-0.3	90	1.5560	85,593	
262	SHYAMPSUG	130	134.7	129.1	130.5	131.3	-1.3	74	1.5410	11,867	
263	SQUARETEXT	49.6	49.8	49.4	49.6	49.3	0.3	90	1.5310	30,917	
264	DACCADYE	16.6	16.9	16.2	16.6	16.7	-0.1	88	1.5140	91,538	
265	FARCHEM	23.4	23.7	23.2	23.4	23.4	0	100	1.5110	64,542	
266	MTB	11.6	11.7	11.5	11.6	11.7	-0.1	79	1.5040	129,780	
267	BSRMLTD	71.6	72	71.1	71.6	71.8	-0.2	161	1.5010	21,044	
268	VAMLBDMF1	7.1	7.3	6.9	7.2	6.9	0.2	70	1.4980	210,326	
269	EASTERNINS	45.1	45.5	44.9	45.1	44.6	0.5	99	1.4260	31,516	
270	NAVANACNG	18.6	20.2	18.6	19.1	19.9	-1.3	161	1.4150	73,275	
271	FBFIF	3.5	3.5	3.3	3.4	3.3	0.2	56	1.4140	417,362	
272	ASIAPACINS	32.5	33.3	32.1	32.5	32.9	-0.4	122	1.3910	42,707	
273	DBH	34.4	35	34.3	34.4	34.8	-0.4	118	1.3900	40,287	
274	MITHUNKNIT	15.8	16	15.7	15.8	15.7	0.1	376	1.3780	86,925	
275	ZAHEENSPIN	6.3	6.5	6.3	6.3	6.3	0	94	1.3640	213,537	
276	PENINSULA	11.2	11.4	11	11.2	11.1	0.1	80	1.3640	123,005	
277	NBL	4	4	3.9	4	3.9	0.1	60	1.3490	339,963	
278	RANFOUNDRY	142	144.7	141.4	142.9	141.4	0.6	119	1.3470	9,462	
279	YPL	11.3	11.6	11.2	11.3	11.7	-0.4	92	1.3460	117,947	
280	NURANI	3.1	3.4	3.1	3.1	3.3	-0.2	143	1.3220	413,928	
281	APEXSPINN	91.5	93.1	91	91.5	93.2	-1.7	165	1.3090	14,269	
282	OAL	7.5	7.6	7.4	7.5	7.6	-0.1	66	1.2870	171,414	
283	EXIMBANK	5.9	6.1	5.9	5.9	6	-0.1	151	1.2530	210,164	
284	REPUBLIC	27.8	28.6	27.8	28	28.2	-0.4	95	1.2090	42,835	
285	PF1STMF	5.3	5.4	5.2	5.3	5.3	0	60	1.1280	212,889	
286	BSRMSTEEL	50.9	51.5	50.5	50.7	51	-0.1	90	1.1140	21,919	
287	DHAKAINS	36.5	37.1	36.2	36.5	36.9	-0.4	111	1.1110	30,519	
288	APEXTANRY	68.5	69.3	67.8	67.9	68.9	-0.4	33	1.1090	16,301	
289	PURABIGEN	17.2	17.5	17	17.2	17.4	-0.2	97	1.1080	64,484	
290	MIDASFIN	8.3	8.4	8.2	8.3	8.3	0	53	1.0870	131,851	
291	SONARBAINS	23.8	24.2	23	23.8	23.9	-0.1	70	1.0520	44,230	
292	HFL	8.9	9	8.7	8.9	9.1	-0.2	97	1.0260	116,004	
293	PRIME1ICBA	5	5	4.7	4.9	4.7	0.3	33	1.0220	209,210	
294	RAHIMTEXT	109	114	108	109	111.2	-2.2	84	1.0190	9,256	
295	GRAMEENS2	12.8	12.9	12.7	12.8	12.7	0.1	53	1.0050	78,769	
296	BDAUTOCA	91.8	93.8	91.1	91.8	91.5	0.3	146	0.9950	10,860	
297	RSRMSTEEL	10.2	10.3	10	10.2	10.2	0	83	0.9900	98,304	
298	VFSTDL	7	7.2	6.9	7	7.1	-0.1	98	0.9730	139,440	
299	APOLOISPAT	3.5	3.7	3.5	3.6	3.5	0	56	0.9640	268,493	
300	ACTIVEFINE	8.2	8.3	8.1	8.2	8	0.2	73	0.9540	116,588	
301	BENGALWTL	17.5	17.8	17.2	17.5	17.4	0.1	286	0.9440	54,268	
302	IFILISLMF1	4.2	4.3	4.1	4.2	4.1	0.1	31	0.9300	221,344	
303	CITYGENINS	31.9	31.9	31.4	31.9	31.5	0.4	101	0.9200	29,018	
304	AZIZPIPES	48.3	50	48.1	48.3	50	-1.7	124	0.9010	18,493	
305	EBLNRBMF	3.7	3.7	3.5	3.6	3.5	0.2	55	0.9000	251,417	
306	ARAMIT	160.4	163.9	160.4	160.6	160.1	0.3	101	0.8940	5,562	
307	GHCL	20.9	21.3	20.7	21	21	-0.1	59	0.8460	40,347	
308	BIFC	7.3	7.3	7	7.2	6.9	0.4	57	0.8220	114,879	
309	MPETROLEUM	202.4	204.5	202.3	202.4	203.1	-0.7	73	0.8180	4,032	
310	DSHGARME	63.5	67.4	63.3	64.6	67.4	-3.9	120	0.8090	12,328	
311	SKTRIMS	11.8	12.3	11.7	11.7	12	-0.2	74	0.8060	68,447	
312	RINGSHINE	3.6	3.7	3.5	3.6	3.6	0	83	0.7970	221,768	
